"","log2foldChange","pValues","FDR","celltype","gene"
"MSH22",-0.0201277681401306,0.0011803730998774,0.0423833506633561,"Mic","MSH22"
"KCNK123",0.0294880205976495,0.000105224251577185,0.0114778613620393,"Mic","KCNK123"
"EFEMP11",-0.0456320484238422,0.000714983297725937,0.0332395662729946,"Mic","EFEMP11"
"PUS102",-0.0197055953226348,0.000561691064680714,0.0296749963069671,"Mic","PUS102"
"IMMT2",-0.0146027611888062,0.00061727659975196,0.0310574407292176,"Mic","IMMT2"
"CNNM33",0.0160708869005683,0.00105239557847978,0.0396392643993697,"Mic","CNNM33"
"IL1RL23",-0.030578497845195,0.000216544141164645,0.0164948567864801,"Mic","IL1RL23"
"NCK23",0.0162638378186095,0.000128303768946681,0.0122722361193233,"Mic","NCK23"
"TTL3",0.0171534289921462,0.000323090323948632,0.0213851289662117,"Mic","TTL3"
"IL1B2",-0.111642605496621,0.000671540283120534,0.0327255104071832,"Mic","IL1B2"
"TSN1",-0.00759140692472915,0.00124396212357451,0.0434908296280473,"Mic","TSN1"
"GYPC3",0.0282494306258805,0.000150313274330799,0.0135729900364268,"Mic","GYPC3"
"IGFBP53",0.0595846895938514,0.000905129300904974,0.0367263592162767,"Mic","IGFBP53"
"SERPINE21",-0.0209812751722449,0.000465620848696123,0.0263433206305877,"Mic","SERPINE21"
"GIGYF23",0.00991322471463363,3.41277025726592e-05,0.00620441632770944,"Mic","GIGYF23"
"RPL151",-0.00828257653469855,0.000668114464665944,0.0327255104071832,"Mic","RPL151"
"CRTAP2",0.0227743067661645,0.000125930071114874,0.0122646894260808,"Mic","CRTAP2"
"ZBTB471",0.0349913160262947,0.000536476429686083,0.0291428530628277,"Mic","ZBTB471"
"LTF3",0.229180875827117,3.0399441309659e-11,4.14496382257201e-07,"Mic","LTF3"
"IMPDH23",-0.0207691634367917,0.000232214155359461,0.0171432031254092,"Mic","IMPDH23"
"SPCS12",-0.0150240032175857,0.000820379250673248,0.0353013962255722,"Mic","SPCS12"
"SLC25A262",-0.0162048485757897,6.11778060854431e-05,0.00869547749304382,"Mic","SLC25A262"
"SUCLG22",-0.0232654140715569,6.40318756922944e-05,0.00869547749304382,"Mic","SUCLG22"
"MITF3",0.0240742234108851,8.27513783110935e-06,0.00260041792987031,"Mic","MITF3"
"PDZRN33",0.0129216424775018,0.000687410147234146,0.0328871486229389,"Mic","PDZRN33"
"ACAD92",-0.0112106648143477,0.000462491520818349,0.0262752995264925,"Mic","ACAD92"
"MSL23",0.0117716154554142,0.000165361732247705,0.0143611924789647,"Mic","MSL23"
"PCCB2",-0.0231613135151276,9.68352623662227e-05,0.0111893966301987,"Mic","PCCB2"
"TFDP23",0.0316769021538166,7.10595787675543e-06,0.00244423156651742,"Mic","TFDP23"
"P2RY11",-0.0245032736744905,0.00152390526559975,0.0486614714202637,"Mic","P2RY11"
"LRRC342",-0.012676045357739,0.00157927307025574,0.0495020420987059,"Mic","LRRC342"
"NDUFB52",-0.0151050255870588,0.000260244911511092,0.0183764731438931,"Mic","NDUFB52"
"DNAJC193",-0.0133802713184568,1.75808255850165e-05,0.00406295859070679,"Mic","DNAJC193"
"C3orf702",-0.0227714273113433,0.00012955889777934,0.0122722361193233,"Mic","C3orf702"
"EHHADH3",-0.0401732428264414,1.3117666689317e-06,0.000751259201511388,"Mic","EHHADH3"
"SST3",-0.0369151968068024,0.00071394400713996,0.0332395662729946,"Mic","SST3"
"TADA2B3",0.00747740054067592,0.000640817377067411,0.0317972706396024,"Mic","TADA2B3"
"LAP33",-0.0610951420920447,0.00010165569932086,0.0113899759801644,"Mic","LAP33"
"RBM47",-0.00205492653251582,1.51059630824416e-05,0.00367803226123377,"Mic","RBM47"
"OCIAD12",-0.0131284284251896,0.000565859848904397,0.0296749963069671,"Mic","OCIAD12"
"HOPX3",-0.0448730826217583,6.23019429943566e-07,0.000424743496364026,"Mic","HOPX3"
"COX182",-0.0160994673612751,7.05946477418033e-05,0.00883080754091273,"Mic","COX182"
"PLAC81",-0.122097056763753,0.000440135732500638,0.0257564408268077,"Mic","PLAC81"
"SPP12",0.0426349830025821,0.0015375770098153,0.0487554942530968,"Mic","SPP12"
"NAP1L51",-0.0216038987540905,0.000601589509790763,0.030652081586956,"Mic","NAP1L51"
"BMPR1B2",-0.0246288405422193,0.000100906018466986,0.0113899759801644,"Mic","BMPR1B2"
"NPNT3",0.0448650052302704,1.15663699601139e-06,0.000716852065482516,"Mic","NPNT3"
"ETNPPL1",-0.0330129235433426,0.000870174956736967,0.0361409896479387,"Mic","ETNPPL1"
"NUDT62",-0.0183748539607851,0.000791327325549381,0.0352219654624331,"Mic","NUDT62"
"PLK42",-0.0384277272075653,0.000159511747181845,0.0140318882117706,"Mic","PLK42"
"ARHGAP103",0.026143015369148,0.000981761668878688,0.038356218782696,"Mic","ARHGAP103"
"DCHS23",-0.0344456530980261,8.65537238299558e-09,3.93386674807149e-05,"Mic","DCHS23"
"LRAT3",-0.0246532444527584,0.000305225877723379,0.0206027467463281,"Mic","LRAT3"
"ETFDH3",-0.00922589231974369,0.000346665230834923,0.0224470664982448,"Mic","ETFDH3"
"FAM218A2",-0.0363423787637742,3.62390789058822e-05,0.00641714079067147,"Mic","FAM218A2"
"DDX603",-0.0515455560066798,0.000461107016801204,0.0262752995264925,"Mic","DDX603"
"LRP2BP2",-0.0196555969460843,0.000356592541421105,0.0224917355413299,"Mic","LRP2BP2"
"ADAMTS163",0.036468677634878,0.000570900420678757,0.0297107909769269,"Mic","ADAMTS163"
"DNAJC213",0.0121850305396238,6.38700649465139e-05,0.00869547749304382,"Mic","DNAJC213"
"SLC1A3",-0.0217262811014667,0.00113486676430831,0.0414850089312166,"Mic","SLC1A3"
"NIM1K3",0.0155981449666331,1.3496283206201e-05,0.00353096742159413,"Mic","NIM1K3"
"HMGCS12",-0.0437065100209644,0.000821561656142236,0.0353013962255722,"Mic","HMGCS12"
"HSPB3",-0.0507898220941545,0.000866438435071357,0.0361409896479387,"Mic","HSPB3"
"MCCC22",-0.0289833690757879,6.91867041120752e-05,0.00880847358976778,"Mic","MCCC22"
"GCNT4",-0.0208864069175478,0.00101363211419346,0.0389320390902192,"Mic","GCNT4"
"LHFPL2",-0.00226500423272391,0.000368743925794573,0.0229580978457032,"Mic","LHFPL2"
"CETN31",-0.0104780220640084,0.00150102323985012,0.0480433142613998,"Mic","CETN31"
"ARRDC32",-0.0330714961794927,0.00140094958047115,0.0462516889339569,"Mic","ARRDC32"
"PCSK12",-0.0367490954353271,0.000322100180594658,0.0213851289662117,"Mic","PCSK12"
"JADE23",0.0162896928628955,0.000997933231286977,0.0386557375244259,"Mic","JADE23"
"SLC25A483",0.07479937521064,0.000249526768205498,0.0177202993983435,"Mic","SLC25A483"
"FAM13B3",0.0170539245326875,0.00013339406881452,0.0124577269060684,"Mic","FAM13B3"
"NRG23",0.0102665328572296,0.000904482316609206,0.0367263592162767,"Mic","NRG23"
"PCYOX1L1",-0.0510338001377861,0.000564188889496172,0.0296749963069671,"Mic","PCYOX1L1"
"CCDC693",0.0199696336021411,0.000219285949998276,0.0166109107123694,"Mic","CCDC693"
"GLRA13",0.0265021612466292,0.00109948037939521,0.0404081266120045,"Mic","GLRA13"
"SAP30L3",0.0140023097559405,0.000210492316847546,0.0162771043635092,"Mic","SAP30L3"
"FAXDC21",-0.0201785884660457,0.00138360340749394,0.0457898846145141,"Mic","FAXDC21"
"DOCK2",-0.000102172004938339,2.66712683325839e-09,1.8183137185739e-05,"Mic","DOCK2"
"ADAMTS23",0.0502648829060814,4.19199205082764e-07,0.000317543397850193,"Mic","ADAMTS23"
"RNF1303",0.012089693649143,8.6748658653788e-05,0.0102853735716904,"Mic","RNF1303"
"TUBB2A1",-0.036736744621745,0.00101363211419346,0.0389320390902192,"Mic","TUBB2A1"
"TUBB2B3",-0.0909109573695481,2.06353304006998e-06,0.00104208418523534,"Mic","TUBB2B3"
"NRN11",-0.0276674844566331,0.000408177694529124,0.0244839901532289,"Mic","NRN11"
"TMEM14B3",-0.0152029043056641,6.32800641675597e-05,0.00869547749304382,"Mic","TMEM14B3"
"MYLIP3",0.0121498355606597,0.00154392512334525,0.0488306027155224,"Mic","MYLIP3"
"DEK3",0.0114877237862583,0.00137310070057627,0.0455528663074389,"Mic","DEK3"
"NRSN11",-0.0179712562724705,0.000804570540433765,0.0353013962255722,"Mic","NRSN11"
"ALDH5A13",-0.016082574672446,8.79086922988174e-06,0.00260572830324864,"Mic","ALDH5A13"
"TRIM262",0.0133334055253114,0.000835273433070007,0.0353694200618309,"Mic","TRIM262"
"LY6G5C3",0.0155759906803249,0.00145922206229117,0.0470366260504493,"Mic","LY6G5C3"
"C23",-0.0455779847791282,8.79802231394639e-05,0.0103414684698844,"Mic","C23"
"NUDT33",0.0124857348879512,0.000922102191836762,0.0370024243300628,"Mic","NUDT33"
"FANCE3",0.0123471754862207,0.0010576165963612,0.0397261771112534,"Mic","FANCE3"
"BRPF32",0.0110858278112183,0.00129799799560321,0.0444678459046477,"Mic","BRPF32"
"TAF83",0.00956900754347778,0.00117789313838189,0.0423833506633561,"Mic","TAF83"
"GNMT3",0.0386629551607119,0.000793043153426252,0.0352219654624331,"Mic","GNMT3"
"C6orf2232",-0.0668795096088324,0.000840092294934475,0.0353793094619182,"Mic","C6orf2232"
"GSTA41",-0.0267383662607086,0.000284745443692215,0.0197081427651947,"Mic","GSTA41"
"MLIP3",-0.0278320808550154,0.000135132703112958,0.0125342476662938,"Mic","MLIP3"
"RIMS11",-0.0195051761775993,0.000985956779583628,0.0384100591132079,"Mic","RIMS11"
"BCKDHB3",-0.0442940736597928,5.29086286862061e-08,0.000101760744567693,"Mic","BCKDHB3"
"ME13",-0.0252776430129913,0.000819788640182908,0.0353013962255722,"Mic","ME13"
"PRSS353",-0.0701447622852528,2.92335387737112e-07,0.000265732867453035,"Mic","PRSS353"
"NT5E2",-0.0312317553910212,0.0001873910524308,0.0152998622748141,"Mic","NT5E2"
"ORC32",-0.0262518739471864,0.000139911672228193,0.0128898354785907,"Mic","ORC32"
"MOXD12",-0.0338577342147399,0.000248749530210344,0.0177202993983435,"Mic","MOXD12"
"AIG13",-0.0134161983154959,0.000168833118028979,0.0145361536982659,"Mic","AIG13"
"SASH13",0.0282643843035162,0.000249526768205498,0.0177202993983435,"Mic","SASH13"
"SYTL33",0.0230954638107441,0.00153125301717684,0.0487554942530968,"Mic","SYTL33"
"CARD113",0.0613132828126268,0.000672031016795841,0.0327255104071832,"Mic","CARD113"
"PMS21",-0.0185344751997372,0.00020395450987571,0.0159822973687087,"Mic","PMS21"
"ZNF8533",0.0270218957525006,0.000169508502972077,0.0145361536982659,"Mic","ZNF8533"
"AQP13",0.0412202431326616,0.000372407557368275,0.023011326809306,"Mic","AQP13"
"LSM53",-0.00950524682779319,0.000177389665195689,0.0149302968206372,"Mic","LSM53"
"SUGCT3",-0.0235984490912398,0.000199965761445874,0.0159822973687087,"Mic","SUGCT3"
"TMED42",-0.0188435069114621,0.00102012002456868,0.039071170042118,"Mic","TMED42"
"IKZF1",-6.49108881365379e-05,9.17962465259203e-07,0.000596019914943297,"Mic","IKZF1"
"COBL3",0.0188758044886832,0.000451184422443076,0.026178296170261,"Mic","COBL3"
"BAZ1B3",0.00846373863299643,0.000503994494703933,0.0277095360293876,"Mic","BAZ1B3"
"CLIP22",0.0305824242707216,2.32568610929892e-05,0.00480465607580163,"Mic","CLIP22"
"NPTX23",-0.0842125951112671,0.000304756143306461,0.0206027467463281,"Mic","NPTX23"
"AGFG23",0.024552284477946,0.000811561407763126,0.0353013962255722,"Mic","AGFG23"
"PCOLCE3",0.0202846016157276,0.0013513776952361,0.045496382406282,"Mic","PCOLCE3"
"VGF3",-0.0693831967411138,0.000461798784692291,0.0262752995264925,"Mic","VGF3"
"NAT163",-0.0533246177851973,4.9084747800678e-05,0.00796750638407433,"Mic","NAT163"
"ORAI23",0.0340363293499095,0.000102074457199108,0.0113899759801644,"Mic","ORAI23"
"IMMP2L3",-0.0233567904829894,0.000111984031408919,0.0115369312553357,"Mic","IMMP2L3"
"LRRN32",0.0277639764574475,0.00114126683307205,0.0416074151575865,"Mic","LRRN32"
"PTN1",-0.020104815019538,0.00075007884424013,0.0342051004722882,"Mic","PTN1"
"CLEC5A3",0.122828515238989,3.581962202898e-06,0.00148000165565195,"Mic","CLEC5A3"
"ZNF4673",0.0369166077866501,0.00125267567980013,0.0436834600871476,"Mic","ZNF4673"
"GPR1432",-0.023676502155926,0.000130507828184956,0.0122722361193233,"Mic","GPR1432"
"MID12",-0.0238181340510293,0.000491742889225465,0.0272557491649968,"Mic","MID12"
"TMSB4X2",-0.0130665815165116,0.000700560344865158,0.0331671538272098,"Mic","TMSB4X2"
"PPEF13",-0.0394331605687695,0.000112534789656007,0.0115369312553357,"Mic","PPEF13"
"EIF2S32",-0.00701820159153854,0.000577259933316977,0.0298141636014279,"Mic","EIF2S32"
"RGN2",-0.0141974193941754,0.000570478781414356,0.0297107909769269,"Mic","RGN2"
"ALG133",-0.0103243143207452,0.00149895883007296,0.0480433142613998,"Mic","ALG133"
"ZCCHC121",-0.0318173662417003,0.0010940684413907,0.04040326220521,"Mic","ZCCHC121"
"HPRT1",-0.01623833955101,0.000829882868112089,0.0353013962255722,"Mic","HPRT1"
"PNMA52",-0.0357619127134701,0.00136929980040539,0.0455528663074389,"Mic","PNMA52"
"EMD1",-0.0239417579120254,0.000924079466306316,0.0370024243300628,"Mic","EMD1"
"ERI12",-0.0188275757026481,0.00108484811513697,0.0402237584169827,"Mic","ERI12"
"EPHX23",-0.0250318430779217,3.791160003199e-05,0.00646155833045229,"Mic","EPHX23"
"HMBOX13",0.0196156657117399,0.00012511418476046,0.0122646894260808,"Mic","HMBOX13"
"RGS203",-0.0455968807533718,3.00296937611145e-06,0.00132082217558967,"Mic","RGS203"
"CHCHD73",-0.0314673016577665,5.22416938756823e-05,0.0083607541000992,"Mic","CHCHD73"
"ASPH1",-0.0171262411334947,0.000393024199227445,0.0238172664731831,"Mic","ASPH1"
"CYP7B13",-0.0327334195110254,0.000233856676298212,0.0171432031254092,"Mic","CYP7B13"
"CRH2",-0.0473611135966102,0.000472645772247003,0.0265206794427485,"Mic","CRH2"
"PREX22",-0.0194293153975353,0.000526219773784593,0.0287000264622117,"Mic","PREX22"
"ZNF7043",0.026650132264221,5.27337625675491e-05,0.0083607541000992,"Mic","ZNF7043"
"FABP51",-0.0729113572981328,0.00103394313552642,0.0392696786988934,"Mic","FABP51"
"DECR13",-0.0118339169186576,0.00157494913605273,0.0494802568435001,"Mic","DECR13"
"FBXO323",0.0194659219070354,5.63989296645194e-05,0.00864044276377215,"Mic","FBXO323"
"LRRC61",-0.0117327885957206,0.00128630369759677,0.0442897750422526,"Mic","LRRC61"
"IL333",-0.0533573708935042,2.87237572256436e-05,0.00551617506720634,"Mic","IL333"
"BNC22",-0.015410841408837,0.00127470671892876,0.0441132642451615,"Mic","BNC22"
"ACO13",-0.0170497092165141,0.000149951108128026,0.0135729900364268,"Mic","ACO13"
"ALDH1A13",-0.0409082081456424,5.93424670427459e-05,0.00869547749304382,"Mic","ALDH1A13"
"TRPM61",-0.0400805858216386,0.000980366975616846,0.038356218782696,"Mic","TRPM61"
"TLE42",0.013420951126494,0.00129168892845621,0.0443631701246863,"Mic","TLE42"
"FANCC3",0.0286104902038611,0.000354964849760694,0.0224917355413299,"Mic","FANCC3"
"FKTN3",-0.0121149415676314,0.00133274628934404,0.045203969291557,"Mic","FKTN3"
"HSDL21",-0.017719692295854,0.000769332872303749,0.0345060977429658,"Mic","HSDL21"
"SLC31A1",-0.0147317793100452,0.00104719841630286,0.0395527712085583,"Mic","SLC31A1"
"STOM2",-0.0366145452666284,6.20016929011422e-06,0.00234831411863076,"Mic","STOM2"
"DAB2IP3",0.01280934067369,0.00126673466572419,0.0439489240894385,"Mic","DAB2IP3"
"ANGPTL21",-0.0300964855460734,0.00147642232795667,0.0474788170794558,"Mic","ANGPTL21"
"SWI51",-0.00820797107478022,0.00100432809520301,0.0387932395979974,"Mic","SWI51"
"CHID13",-0.0105296709123759,0.000108732510450092,0.0115369312553357,"Mic","CHID13"
"LSP13",0.0717292068320683,0.000111071747504637,0.0115369312553357,"Mic","LSP13"
"CCKBR1",-0.0294446822384012,0.00104719841630286,0.0395527712085583,"Mic","CCKBR1"
"ZNF2152",-0.016878541813021,0.00134017022729084,0.0453429802707461,"Mic","ZNF2152"
"EIF3F1",-0.0113164979444944,0.00106737640189189,0.039873088328208,"Mic","EIF3F1"
"BDNF3",-0.0476078680340064,6.05089310687544e-05,0.00869547749304382,"Mic","BDNF3"
"CAT2",-0.0230753220390412,0.000148510642337346,0.0135729900364268,"Mic","CAT2"
"PAMR11",-0.0270930446264694,0.00011944360719146,0.0119750998827614,"Mic","PAMR11"
"TRIM443",0.0107048094354703,5.47978064098065e-07,0.000393246363367217,"Mic","TRIM443"
"HSD17B123",-0.0421814254758353,8.69340155137308e-06,0.00260572830324864,"Mic","HSD17B123"
"FOLH11",-0.0350594965349464,0.000958299934894929,0.0379546629383303,"Mic","FOLH11"
"YPEL41",-0.0331004007507203,0.00108561372185182,0.0402237584169827,"Mic","YPEL41"
"MS4A143",0.0698991858398159,1.16599257802852e-05,0.00317966176028376,"Mic","MS4A143"
"CYB561A33",0.0183371036574904,2.14864731140264e-05,0.00450720093707309,"Mic","CYB561A33"
"FADS13",-0.0369646626153113,7.34972454911729e-06,0.00244423156651742,"Mic","FADS13"
"TM7SF22",-0.0332366111001776,0.000382731304785179,0.0234015306759907,"Mic","TM7SF22"
"POLD43",-0.0254083825320475,0.000869551167378617,0.0361409896479387,"Mic","POLD43"
"MRGPRF2",0.0414435223969916,6.75776842213714e-05,0.00880847358976778,"Mic","MRGPRF2"
"ARAP12",0.0158435463560611,0.00075882447926294,0.0344737027142499,"Mic","ARAP12"
"STARD103",0.0226993732934417,0.000882106069346506,0.0364356326627286,"Mic","STARD103"
"COA43",-0.0157158385880782,0.000211990202496748,0.0162771043635092,"Mic","COA43"
"CLNS1A2",-0.0106128329147444,0.00068092143176505,0.0328548562919678,"Mic","CLNS1A2"
"SYTL22",-0.0380046689303795,0.000433889464903041,0.0256107482855106,"Mic","SYTL22"
"CTSC",-1.41854914321726e-05,1.02503746821389e-07,0.000116469882325803,"Mic","CTSC"
"NOX43",-0.0283714815476191,0.000203150829237519,0.0159822973687087,"Mic","NOX43"
"TAF1D2",-0.011037345970851,0.000378972813505568,0.023276100505173,"Mic","TAF1D2"
"ACAT12",-0.0131500968861893,0.000357954280342397,0.0224917355413299,"Mic","ACAT12"
"BCL9L2",0.0189471686650604,0.000831077974947464,0.0353013962255722,"Mic","BCL9L2"
"SLC37A23",0.0323435704934152,6.44109443929172e-05,0.00869547749304382,"Mic","SLC37A23"
"ZBTB443",0.0123473653462751,0.00037297420057621,0.023011326809306,"Mic","ZBTB443"
"PFKP3",0.0308616651271132,5.40061949518971e-05,0.00846407434677146,"Mic","PFKP3"
"SEPHS13",0.0196832530348052,7.19982275671786e-06,0.00244423156651742,"Mic","SEPHS13"
"OTUD13",0.0195021786195335,0.00133274628934404,0.045203969291557,"Mic","OTUD13"
"ENKUR1",-0.0294560251266587,0.00118120082523471,0.0423833506633561,"Mic","ENKUR1"
"NRP13",-0.0265786730583546,4.28354336371741e-06,0.00166874610755105,"Mic","NRP13"
"PRKG13",0.0283019234300639,0.000205570839249227,0.0160169051037898,"Mic","PRKG13"
"PLCE13",0.0260393847364204,0.000202670049837144,0.0159822973687087,"Mic","PLCE13"
"TCTN31",-0.0236420587302382,0.00137214956433997,0.0455528663074389,"Mic","TCTN31"
"ZNF518A3",-0.00949274277264767,0.000437166583878079,0.0256929584964552,"Mic","ZNF518A3"
"COX153",-0.0109846373877147,0.000357681544130231,0.0224917355413299,"Mic","COX153"
"SFR13",-0.0387756928729175,3.24721797270197e-05,0.00606518041887554,"Mic","SFR13"
"MXI13",0.017840084192815,1.37944777151145e-05,0.00353096742159413,"Mic","MXI13"
"DUSP52",-0.0423832939298432,0.00136550860656314,0.0455528663074389,"Mic","DUSP52"
"HABP23",0.0515543017939701,0.000333149664627261,0.0219444235613174,"Mic","HABP23"
"GPR263",0.0767240474166022,0.000272659570285587,0.0189679246981836,"Mic","GPR263"
"SLC6A123",0.047307124457391,0.000102747858126896,0.0113899759801644,"Mic","SLC6A123"
"NRIP23",0.0561153133618981,1.10755129603105e-05,0.00314486776089346,"Mic","NRIP23"
"RAD51AP12",-0.0218332760990056,0.00142045814815314,0.0466090245789212,"Mic","RAD51AP12"
"PTMS3",0.0236837157414387,6.94195016077966e-05,0.00880847358976778,"Mic","PTMS3"
"A2ML13",0.0725570426746101,1.4996817691826e-05,0.00367803226123377,"Mic","A2ML13"
"RERG2",-0.0436054999488713,3.22243511395259e-07,0.000274611892367147,"Mic","RERG2"
"LMO33",0.0374175113234667,2.83973790112978e-05,0.00551617506720634,"Mic","LMO33"
"SLC38A23",0.0410312553666223,0.000239598080121011,0.0174701594783422,"Mic","SLC38A23"
"AQP63",0.124608374373542,5.45950804732859e-08,0.000101760744567693,"Mic","AQP63"
"POU6F13",0.0144757960104149,0.000233307961772373,0.0171432031254092,"Mic","POU6F13"
"ZNF7403",0.0167571820878267,3.69700188903219e-05,0.0064588078393168,"Mic","ZNF7403"
"PRR133",-0.0166638805376218,3.38020988561999e-05,0.00620441632770944,"Mic","PRR133"
"CBX53",0.0153667756486691,4.12231066083495e-07,0.000317543397850193,"Mic","CBX53"
"PPP1R1A3",0.0187869748371923,0.000840696462461421,0.0353793094619182,"Mic","PPP1R1A3"
"RPL411",-0.0106258267975594,0.000948791030804043,0.0377434024191902,"Mic","RPL411"
"CPM3",0.0809501119121343,5.97056073737841e-08,0.000101760744567693,"Mic","CPM3"
"HSP90B11",-0.0321366831767183,0.00121815614998569,0.0429487815699798,"Mic","HSP90B11"
"PRDM43",0.00756523188178981,0.00125705355984828,0.0437242992054371,"Mic","PRDM43"
"SVOP1",-0.0222398476816892,0.000184438845599317,0.0151495401189559,"Mic","SVOP1"
"ALDH22",-0.0246780516863945,2.42245525189373e-06,0.0011775626644441,"Mic","ALDH22"
"TMEM1162",-0.0164287078900922,0.00120291084351564,0.0427127326857701,"Mic","TMEM1162"
"RPH3A",-0.0346583900730382,0.00077379774715233,0.0345925648604001,"Mic","RPH3A"
"SDS3",-0.0570979166265901,0.000170594407378252,0.0145378421537654,"Mic","SDS3"
"RNFT22",-0.0126553506194529,0.000662279411076313,0.0325999269676012,"Mic","RNFT22"
"RPLP01",-0.0125847729841357,0.000543283092170081,0.0292793081491662,"Mic","RPLP01"
"CDK2AP13",0.0366601211763502,0.000261462104137532,0.0183764731438931,"Mic","CDK2AP13"
"GTF2H33",-0.0155792472648901,0.00118534750260729,0.0424205070814973,"Mic","GTF2H33"
"CAB39L2",0.0130706887939303,0.000718631894530213,0.0332395662729946,"Mic","CAB39L2"
"ZNF2193",0.019559175633872,0.00145019098618469,0.0468562893285031,"Mic","ZNF2193"
"CMTM52",-0.0285402053956829,7.6374379858338e-05,0.00938166368800395,"Mic","CMTM52"
"FKBP33",-0.0186877829975947,1.57484047304218e-05,0.00370223273274658,"Mic","FKBP33"
"FERMT23",-0.0248942708494448,1.13016883229761e-05,0.00314486776089346,"Mic","FERMT23"
"SAMD4A2",0.0461173561230073,0.000158238470410809,0.0140102697665674,"Mic","SAMD4A2"
"LGALS32",-0.0660514588453447,5.63510629633849e-05,0.00864044276377215,"Mic","LGALS32"
"ACTR102",-0.0259124253592349,0.00073021183518127,0.033523361524231,"Mic","ACTR102"
"PSMA32",-0.0272267251951188,0.000600262313071745,0.030652081586956,"Mic","PSMA32"
"DHRS72",-0.0113217749185681,0.000348257305098917,0.0224470664982448,"Mic","DHRS72"
"MTHFD11",-0.0148596887915371,0.000767109415252813,0.0345060977429658,"Mic","MTHFD11"
"ACOT41",-0.0333914473309349,0.000552211170063045,0.0295708155816798,"Mic","ACOT41"
"ALDH6A13",-0.0330085663088395,7.12742922423251e-08,0.000103070129511255,"Mic","ALDH6A13"
"VASH12",0.0254244578845828,0.00144919071965985,0.0468562893285031,"Mic","VASH12"
"VIPAS393",-0.00795886622380193,0.000223986788940685,0.0168465391989067,"Mic","VIPAS393"
"FOXN33",0.0195447703245879,5.92420480528141e-05,0.00869547749304382,"Mic","FOXN33"
"ITPK13",0.0165110365509626,0.00087204881512078,0.0361409896479387,"Mic","ITPK13"
"YY13",0.0117215926006402,6.33334866681831e-05,0.00869547749304382,"Mic","YY13"
"DIO33",0.0608039888477768,1.86216136116472e-05,0.00418861524219726,"Mic","DIO33"
"IVD2",-0.0159773511585151,0.000409413256687656,0.0244839901532289,"Mic","IVD2"
"CHP12",-0.00916247433335204,0.00136267156749848,0.0455528663074389,"Mic","CHP12"
"DUT2",-0.015971745135654,0.000823338229172265,0.0353013962255722,"Mic","DUT2"
"SCG32",-0.0253711229897302,2.82875416815742e-07,0.000265732867453035,"Mic","SCG32"
"UNC13C3",-0.0358685181536238,0.00015622110445083,0.0139220572495887,"Mic","UNC13C3"
"RBPMS22",0.0280563218705607,0.00096034900724048,0.0379546629383303,"Mic","RBPMS22"
"BBS43",-0.0209571899960859,0.000293910346034014,0.0201380279807727,"Mic","BBS43"
"ETFA2",-0.0137640033933888,0.00029687350888659,0.0202393514683433,"Mic","ETFA2"
"ZNF5923",0.0159351682210822,2.07332787349631e-05,0.00441716024298785,"Mic","ZNF5923"
"TBC1D242",-0.0222434611798792,0.000108821614996271,0.0115369312553357,"Mic","TBC1D242"
"TRAP13",-0.0148640265023694,6.93030103778647e-05,0.00880847358976778,"Mic","TRAP13"
"CCP1103",0.0308650324470277,0.00012788794551859,0.0122722361193233,"Mic","CCP1103"
"LYRM12",-0.00897362191253182,0.000722822897620559,0.0332962507062714,"Mic","LYRM12"
"APOBR3",0.0367312317339064,0.000558376650875641,0.0296749963069671,"Mic","APOBR3"
"MVP2",-0.0349821118735285,0.000413453002647694,0.024617605637997,"Mic","MVP2"
"ZNF7683",0.0227051919475167,0.000628252543190833,0.0313781077890367,"Mic","ZNF7683"
"CTF13",0.0270423012040638,0.00119284543358124,0.0424659203312799,"Mic","CTF13"
"SETD1A3",0.0130902498849554,0.000336739135823474,0.0220742217161205,"Mic","SETD1A3"
"ABCC113",-0.0324698120886128,0.000182398376261083,0.0150727385473932,"Mic","ABCC113"
"N4BP13",0.00679735593345665,0.000111071747504637,0.0115369312553357,"Mic","N4BP13"
"CYLD1",0.00876919720017355,0.0011477002507496,0.0417303811172554,"Mic","CYLD1"
"RPGRIP1L3",-0.0122401653010673,0.000109626661917155,0.0115369312553357,"Mic","RPGRIP1L3"
"CCDC1132",-0.0203535706071091,0.000542880483447824,0.0292793081491662,"Mic","CCDC1132"
"CDH51",-0.0180700896189414,0.00061727659975196,0.0310574407292176,"Mic","CDH51"
"CMTM43",0.01518376650544,3.74217689260013e-05,0.0064588078393168,"Mic","CMTM43"
"RRAD3",0.111998791234472,9.77039502332229e-06,0.00283445396048935,"Mic","RRAD3"
"CTCF3",0.0168676689383505,8.39152100581543e-06,0.00260041792987031,"Mic","CTCF3"
"CHST62",0.0561335765873245,0.000350123368318993,0.0224470664982448,"Mic","CHST62"
"TMEM2311",-0.017815809471566,0.00108408300783233,0.0402237584169827,"Mic","TMEM2311"
"GINS23",-0.0240825795095357,5.76570672512442e-05,0.00869547749304382,"Mic","GINS23"
"ALOX15B3",0.0717960197537755,6.97700878397448e-05,0.00880847358976778,"Mic","ALOX15B3"
"TMEM1073",-0.0318008168878725,2.849853457026e-07,0.000265732867453035,"Mic","TMEM1073"
"SHISA62",-0.0561489384292457,0.000248361763290355,0.0177202993983435,"Mic","SHISA62"
